service_log_id,shipment_id,crate_model_id,service_region_id,technician_employee_id,service_date,service_type,expected_units,inspected_units,passed_units,scrapped_units,service_cost,inspection_notes
20288,10740,105,9,132,2026-01-03,Wash & Inspect,10,8,3,5,217.65,Odor detected
20289,2313,99,11,232,2024-12-08,Cycle Count,60,60,60,0,25.03,RFID unreadable
20290,7784,39,2,132,2024-12-14,Repair,12,12,11,0,13.65,Seal wear
20291,6401,99,3,167,2025-02-11,Wash & Inspect,32,30,29,0,39.70,Seal wear
20292,20185,98,11,167,2025-12-07,Wash & Inspect,4,2,0,2,91.89,awaiting QA
20293,4924,95,10,167,2023-12-08,Wash & Inspect,10,11,11,0,42.87,RFID unreadable
20294,2362,107,7,286,2025-11-19,Repair,10,10,10,0,94.45,
20295,26609,35,8,6,2025-03-20,wash & inspect,32,32,32,0,62.20,Seal wear
20296,25864,106,4,283,2024-05-24,wash & inspect,20,20,20,0,46.48,
20297,10770,61,2,217,2023-09-08,Wash & Inspect,4,4,4,0,92.38,Odor detected
20298,7253,110,8,227,2026-04-23,Wash & Inspect,40,40,37,3,107.72,
20299,1316,17,9,2,2026-04-26,Wash & Inspect,80,80,80,0,48.08,
20300,14204,46,6,98,2025-06-20,Wash & Inspect,16,16,16,0,30.28,
20301,10429,104,11,232,2023-08-25,Decommission,60,60,56,4,185.18,
20302,2677,17,7,2,2023-11-02,Wash & Inspect,8,8,8,0,27.24,Odor detected
20303,1740,15,7,100,2026-02-01,Wash & Inspect,60,56,55,0,53.03,awaiting QA
20304,8559,32,8,54,2025-04-29,Decommission,32,32,28,3,130.61,Odor detected
20305,1948,73,7,73,2023-02-28,Wash & Inspect,24,24,24,0,40.43,RFID unreadable
20306,16679,6,2,286,2025-09-17,Wash & Inspect,10,11,10,0,78.03, 
20307,3283,6,6,167,2023-12-19,wash & inspect,24,22,21,0,42.08,
20308,18364,21,3,286,2025-11-26,Repair,32,32,32,0,64.04, 
20309,24039,41,1,88,2023-04-11,Repair,16,24,24,0,72.85,Odor detected
20310,12156,18,3,54,2023-01-27,wash & inspect,16,17,17,0,66.94,
20311,23268,46,7,132,2024-08-06,Wash & Inspect,40,40,40,0,96.06,Count adjusted by hub
20312,18527,12,11,232,2025-08-20,Wash & Inspect,8,8,8,0,12.93,Count adjusted by hub
20313,25295,47,6,54,2025-10-03,Wash & Inspect,60,60,60,0,85.14,Count adjusted by hub
20314,15096,97,3,2,2025-11-14,Wash & Inspect,6,6,2,4,167.33,
20315,12231,100,10,274,2025-03-25,Wash & Inspect,32,34,34,0,15.13,Count adjusted by hub
20316,8531,11,10,157,2024-01-25,Wash & Inspect,4,4,4,0,26.49,
20317,7695,54,6,98,2025-04-19,Repair,8,8,8,0,40.39,
20318,27019,7,9,132,2025-01-14,Wash & Inspect,12,11,11,0,55.71,
20319,12522,94,11,275,2024-11-22,Wash & Inspect,8,7,3,4,150.53,
20320,10617,35,10,170,2025-09-08,Cycle Count,6,6,6,0,53.68,
20321,18369,11,6,217,2024-08-20,Cycle Count,8,8,8,0,25.82,
20322,4127,115,5,98,2024-01-27,wash & inspect,16,16,15,0,8.57, 
20323,19432,9,7,132,2025-08-05,Cycle Count,16,18,17,0,78.17,Seal wear
20324,2516,118,1,141,2025-12-07,Wash & Inspect,6,6,6,0,78.32,RFID unreadable
20325,4613,1,1,88,2026-01-26,Wash & Inspect,40,40,40,0,91.50,Count adjusted by hub
20326,14454,38,8,2,2023-12-14,Wash & Inspect,4,4,2,1,69.73,
20327,218,31,2,277,2025-01-20,wash & inspect,10,10,9,0,61.65,
20328,13635,61,10,73,2024-01-19,Repair,40,40,40,0,63.09, 
20329,19680,79,1,167,2023-01-09,Wash & Inspect,80,80,80,0,46.69,Count adjusted by hub
20330,8425,61,3,141,2024-10-25,Repair,40,40,40,0,47.00,
20331,25505,19,6,277,2024-01-26,Repair,60,60,60,0,39.36,RFID unreadable
20332,14853,102,7,217,2023-10-18,Wash & Inspect,20,18,18,0,66.56,RFID unreadable
20333,10606,109,1,27,2023-06-25,Wash & Inspect,20,28,28,0,34.33,Count adjusted by hub
20334,2090,55,6,141,2023-07-03,Decommission,10,10,10,0,74.69,
20335,11445,42,4,277,2026-06-03,wash & inspect,4,4,4,0,66.22,
20336,9737,48,1,275,2025-03-23,Wash & Inspect,80,80,79,0,34.32,
20337,21482,118,5,98,2023-11-05,Repair,12,12,12,0,21.36,
20338,5982,60,7,88,2024-03-24,Wash & Inspect,4,0,0,0,61.87,Count adjusted by hub
20339,26240,56,5,217,2023-06-07,Wash & Inspect,60,60,59,0,88.89,
20340,1186,25,2,53,2023-08-19,Repair,8,8,8,0,13.09,Odor detected
20341,21582,5,10,227,2025-03-07,Cycle Count,6,6,6,0,91.62,
20342,20780,32,10,124,2023-07-17,Wash & Inspect,6,6,6,0,45.13,Seal wear
20343,3313,99,4,170,2024-06-29,Wash & Inspect,10,10,10,0,52.68,RFID unreadable
20344,24407,35,6,275,2025-05-24,wash & inspect,20,20,20,0,9.93,
20345,17579,100,10,100,2024-03-10,Wash & Inspect,24,16,15,0,30.30,
20346,23318,43,2,2,2024-09-09,Decommission,60,60,60,0,21.89,
20347,12994,25,11,286,2024-03-19,Wash & Inspect,12,12,12,0,91.85,
20348,27120,18,6,2,2024-08-31,Wash & Inspect,6,8,8,0,67.14,Odor detected
20349,1456,90,7,54,2025-07-26,Wash & Inspect,60,60,60,0,71.33,
20350,8568,113,6,217,2024-07-23,Wash & Inspect,40,40,40,0,73.28,
20351,17327,38,10,141,2023-10-26,Wash & Inspect,6,6,6,0,88.63,Count adjusted by hub
20352,16277,50,5,167,2025-08-25,Wash & Inspect,24,28,27,1,120.04,Seal wear
20353,8010,90,8,98,2024-04-25,Repair,16,15,15,0,84.60,
20354,14279,10,4,283,2023-03-31,Wash & Inspect,10,10,10,0,64.58,Count adjusted by hub
20355,7070,112,6,274,2024-07-22,Wash & Inspect,24,24,24,0,35.96,RFID unreadable
20356,235,99,4,286,2024-09-25,Cycle Count,40,40,40,0,12.28,Odor detected
20357,8614,91,2,27,2025-12-20,Wash & Inspect,10,11,11,0,31.07,RFID unreadable
20358,522,42,8,283,2024-01-06,Cycle Count,24,24,24,0,59.66, 
20359,7412,35,5,286,2025-04-30,Cycle Count,8,8,5,3,162.86, 
20360,22438,39,10,286,2025-07-11,Repair,32,32,32,0,21.08,
20361,6496,40,6,100,2024-06-04,Wash & Inspect,60,60,56,4,158.18,Count adjusted by hub
20362,26837,74,4,286,2026-06-06,Wash & Inspect,40,40,39,0,69.24,Count adjusted by hub
20363,12418,97,1,38,2024-11-03,Wash & Inspect,40,48,47,0,12.69,
20364,18267,51,7,98,2026-01-17,Wash & Inspect,8,8,6,2,79.78,
20365,18165,70,10,286,2026-02-01,Wash & Inspect,80,80,80,0,54.56,
20366,15138,27,9,286,2026-02-27,Wash & Inspect,32,32,31,0,31.58,Odor detected
20367,2168,2,3,38,2024-01-12,Decommission,80,80,80,0,62.82,Seal wear
20368,12897,58,8,100,2023-03-12,wash & inspect,6,6,2,4,132.72, 
20369,25472,82,8,88,2024-10-23,Repair,20,20,14,5,216.25,RFID unreadable
20370,9185,62,2,132,2024-10-08,Wash & Inspect,60,60,60,0,61.25,RFID unreadable
20371,16090,14,5,98,2024-06-27,Repair,60,60,60,0,43.78,RFID unreadable
20372,27322,9,10,53,2026-03-19,Wash & Inspect,32,32,32,0,8.37,Seal wear
20373,13690,101,5,217,2026-03-09,Wash & Inspect,40,40,40,0,50.00,Odor detected
20374,4125,4,2,132,2024-05-30,Wash & Inspect,24,24,23,0,38.97,
20375,5835,71,11,27,2026-01-12,Cycle Count,10,10,10,0,34.36,
20376,25832,85,1,73,2024-09-13,Repair,24,26,24,2,131.64,RFID unreadable
20377,15724,40,1,277,2025-08-01,Wash & Inspect,80,80,79,0,82.02,
20378,24772,81,4,274,2025-03-14,Repair,20,20,20,0,51.08,
20379,24767,87,10,167,2026-03-23,Wash & Inspect,8,6,3,2,137.66,Seal wear
20380,5400,8,11,100,2023-06-14,Repair,8,8,8,0,57.09,RFID unreadable
20381,6761,51,2,86,2023-02-11,Wash & Inspect,80,80,80,0,87.57,RFID unreadable
20382,18712,100,3,283,2024-08-08,Wash & Inspect,8,8,8,0,30.47,
20383,11975,118,8,286,2025-05-24,Wash & Inspect,8,10,9,0,79.49,Count adjusted by hub
20384,7717,102,8,27,2025-08-01,Wash & Inspect,80,84,84,0,39.13,
20385,12107,3,6,275,2026-06-27,Wash & Inspect,16,15,15,0,45.52, 
20386,18692,107,10,86,2024-04-16,Decommission,16,16,15,0,87.04,
20387,21089,61,4,275,2025-07-19,Decommission,10,10,10,0,41.74,
20388,7751,64,11,277,2024-08-17,Repair,40,40,40,0,88.37,RFID unreadable
20389,25840,55,10,277,2023-08-13,wash & inspect,40,40,40,0,61.92,Count adjusted by hub
20390,21790,97,11,227,2023-05-05,Wash & Inspect,24,28,28,0,47.92, 
20391,7060,30,9,38,2023-08-17,Wash & Inspect,80,80,80,0,50.10,
20392,24968,56,3,141,2026-05-08,Wash & Inspect,40,40,39,0,34.10, 
20393,4792,20,8,27,2026-03-06,Wash & Inspect,40,40,40,0,53.83,Odor detected
20394,21225,115,8,86,2026-03-22,Repair,60,60,60,0,26.92,Odor detected
20395,15004,38,1,88,2024-01-02,Wash & Inspect,8,8,8,0,47.21,RFID unreadable
20396,14405,102,2,274,2023-10-12,Wash & Inspect,20,20,20,0,96.63,
20397,9356,68,6,274,2023-04-27,Repair,24,24,24,0,83.82,Count adjusted by hub
20398,13338,94,2,38,2023-05-05,wash & inspect,12,12,8,4,154.00, 
20399,16112,96,6,6,2025-08-22,Wash & Inspect,80,80,80,0,62.07,Count adjusted by hub
20400,25817,81,9,124,2023-06-12,Wash & Inspect,8,8,8,0,22.44,Count adjusted by hub
20401,12574,27,4,86,2023-12-27,Decommission,32,32,32,0,13.43,awaiting QA
20402,22122,55,9,217,2024-07-04,Repair,6,0,0,0,59.84, 
20403,3440,10,3,73,2025-05-17,Wash & Inspect,80,80,80,0,71.86, 
20404,27273,22,10,38,2023-02-04,Wash & Inspect,10,10,10,0,34.26,RFID unreadable
20405,17805,91,6,217,2025-04-17,Wash & Inspect,4,4,4,0,28.22,awaiting QA
20406,282,12,1,232,2024-06-01,Decommission,10,10,9,0,63.56,RFID unreadable
20407,4982,74,5,38,2024-03-01,Cycle Count,80,80,79,0,81.24,
20408,7259,89,1,27,2025-08-06,Wash & Inspect,12,4,4,0,70.62,Odor detected
20409,1849,35,1,170,2023-12-10,Decommission,60,60,60,0,10.46,RFID unreadable
20410,2334,16,8,73,2026-07-03,Wash & Inspect,20,20,20,0,12.47,RFID unreadable
20411,27147,19,8,286,2025-04-25,Wash & Inspect,16,16,16,0,12.88,awaiting QA
20412,24146,33,9,100,2024-06-04,Wash & Inspect,40,40,40,0,51.68,Odor detected
20413,19229,46,5,100,2024-07-07,Cycle Count,32,32,32,0,31.97, 
20414,8258,61,3,274,2024-04-21,wash & inspect,20,20,20,0,65.83,
20415,21310,39,9,157,2023-02-16,Wash & Inspect,16,16,16,0,61.26,awaiting QA
20416,14707,1,11,54,2023-03-28,Wash & Inspect,16,16,16,0,47.90,RFID unreadable
20417,15753,10,10,283,2023-05-02,Cycle Count,20,22,21,0,23.27,RFID unreadable
20418,24935,13,2,2,2025-05-21,Cycle Count,4,4,0,4,172.68,awaiting QA
20419,24336,100,3,283,2023-02-20,Wash & Inspect,4,4,4,0,19.24,Odor detected
20420,9579,71,5,86,2023-08-22,Wash & Inspect,40,40,40,0,73.38,
20421,9361,87,4,170,2023-04-16,Wash & Inspect,16,16,16,0,49.18, 
20422,9403,28,6,141,2026-06-12,Repair,40,40,40,0,58.78,
20423,14740,94,7,53,2026-05-31,Wash & Inspect,20,20,20,0,42.67,Seal wear
20424,6989,2,8,88,2023-05-26,Wash & Inspect,16,16,11,5,145.11,awaiting QA
20425,23504,108,3,232,2025-04-06,Wash & Inspect,32,32,32,0,48.07,RFID unreadable
20426,12314,97,2,132,2023-11-19,Decommission,80,80,80,0,73.07,
20427,3942,120,6,167,2023-12-25,Wash & Inspect,8,6,6,0,10.87,Odor detected
20428,9641,14,4,132,2026-06-29,Wash & Inspect,24,24,24,0,83.76,
20429,22916,69,10,6,2024-04-24,Repair,4,5,5,0,91.53,Odor detected
20430,10330,64,7,167,2024-08-07,Wash & Inspect,16,16,16,0,31.94,Count adjusted by hub
20431,15476,85,2,283,2023-02-02,Wash & Inspect,6,0,0,0,87.29,Odor detected
20432,6252,73,7,283,2026-02-21,Wash & Inspect,16,16,12,4,168.63,
20433,13427,87,10,141,2025-11-22,wash & inspect,80,80,80,0,81.55,RFID unreadable
20434,13110,68,11,132,2023-12-28,Cycle Count,16,16,15,0,83.48,awaiting QA
20435,18823,52,1,88,2023-08-15,Wash & Inspect,32,36,36,0,11.16,
20436,6513,107,3,141,2025-06-17,wash & inspect,60,60,58,2,126.71,awaiting QA
20437,17520,91,7,232,2025-10-11,Wash & Inspect,16,14,14,0,58.49,Count adjusted by hub
20438,26706,63,10,277,2024-11-13,Repair,10,18,15,2,91.14,Odor detected
20439,27209,7,7,170,2023-12-08,Wash & Inspect,20,20,20,0,88.85,Odor detected
20440,16821,67,4,232,2024-12-15,Wash & Inspect,80,80,80,0,92.32,
20441,12990,33,1,286,2025-10-24,Wash & Inspect,10,10,7,3,95.42,
20442,24044,58,4,277,2023-12-19,Cycle Count,40,40,40,0,92.82,
20443,2814,102,2,274,2026-07-13,Wash & Inspect,8,7,7,0,69.76,awaiting QA
20444,8083,37,4,6,2024-11-20,Wash & Inspect,20,20,20,0,53.81,
20445,3727,13,2,88,2024-05-20,Wash & Inspect,16,16,16,0,66.81,RFID unreadable
20446,103,5,8,277,2025-01-10,Cycle Count,24,24,21,3,118.48,Odor detected
20447,17148,49,2,274,2023-12-28,Wash & Inspect,80,80,80,0,37.09,
20448,1376,54,7,132,2026-04-30,Decommission,8,8,8,0,62.40,awaiting QA
20449,7382,73,6,54,2025-07-10,Repair,8,8,8,0,49.36,awaiting QA
20450,19845,68,3,170,2025-02-12,Wash & Inspect,20,20,20,0,87.19,
20451,2454,22,4,232,2023-11-24,Cycle Count,16,16,13,3,135.48,Count adjusted by hub
20452,350,34,6,286,2023-09-13,Wash & Inspect,10,9,9,0,67.41,Count adjusted by hub
20453,11287,64,8,277,2024-08-01,Decommission,12,13,11,2,84.23, 
20454,9755,49,4,132,2023-02-07,Wash & Inspect,10,10,8,2,134.56,
20455,3501,108,11,132,2023-01-10,Wash & Inspect,8,8,8,0,55.81,
20456,9316,17,6,283,2025-08-25,Cycle Count,6,5,5,0,52.23,awaiting QA
20457,11107,63,5,167,2024-06-13,Cycle Count,16,16,15,0,84.12,Odor detected
20458,17562,119,9,167,2023-07-19,Decommission,80,80,79,0,87.03,Odor detected
20459,2314,13,1,100,2024-03-08,Repair,20,20,20,0,69.91,Seal wear
20460,23786,31,3,27,2025-05-15,Wash & Inspect,8,8,7,0,38.07,RFID unreadable
20461,23480,32,1,86,2025-02-25,Wash & Inspect,32,32,32,0,44.34,
20462,10771,112,9,124,2025-05-27,wash & inspect,40,40,40,0,39.67,RFID unreadable
20463,18079,48,11,53,2025-05-28,Wash & Inspect,6,14,13,0,94.77,Count adjusted by hub
20464,13208,68,5,86,2025-05-20,Wash & Inspect,20,24,24,0,40.31,awaiting QA
20465,11723,83,8,283,2024-07-01,Wash & Inspect,16,16,16,0,35.85,
20466,3903,110,4,54,2025-08-28,Wash & Inspect,32,32,32,0,86.27, 
20467,16231,14,2,227,2024-11-09,Repair,60,60,60,0,15.00,Odor detected
20468,21715,73,1,2,2024-06-30,Wash & Inspect,6,6,6,0,37.07,
20469,14443,48,4,54,2024-09-29,Repair,4,4,4,0,15.43,
20470,10075,34,2,275,2024-10-01,Wash & Inspect,4,5,5,0,35.95,
20471,11432,24,9,88,2025-11-20,Wash & Inspect,20,20,20,0,9.54,awaiting QA
20472,10343,62,4,88,2025-05-01,Wash & Inspect,8,8,8,0,68.26,
20473,7133,81,5,141,2023-04-15,Wash & Inspect,4,3,3,0,28.75,Seal wear
20474,27264,76,1,275,2023-07-03,Wash & Inspect,60,60,60,0,29.86,
20475,6029,60,8,88,2025-08-06,Cycle Count,80,80,80,0,10.73,
20476,17097,64,5,167,2024-01-04,Wash & Inspect,10,10,10,0,52.21,Odor detected
20477,5834,6,1,283,2024-11-08,Cycle Count,10,10,10,0,16.81,
20478,20514,116,6,141,2024-01-08,Wash & Inspect,8,8,8,0,45.92,
20479,7124,60,11,227,2025-05-30,Wash & Inspect,20,20,16,4,136.68,awaiting QA
20480,12294,25,5,2,2025-01-16,Wash & Inspect,10,10,10,0,46.53,Count adjusted by hub
20481,9657,52,5,38,2023-10-12,Wash & Inspect,12,12,11,0,23.35,Seal wear
20482,10906,54,2,53,2023-01-18,Wash & Inspect,4,4,3,0,73.44, 
20483,5891,36,8,232,2026-06-24,Wash & Inspect,4,4,4,0,55.98,Count adjusted by hub
20484,20240,21,4,217,2023-02-17,Wash & Inspect,4,2,2,0,38.30,RFID unreadable
20485,23391,55,5,98,2026-05-14,Wash & Inspect,10,10,10,0,12.38,Count adjusted by hub
20486,26692,67,3,53,2023-01-31,Wash & Inspect,80,80,80,0,41.64,
20487,22304,115,8,86,2026-02-13,Decommission,60,60,60,0,92.51,Count adjusted by hub
20488,26591,54,3,277,2023-06-22,Wash & Inspect,6,6,2,4,114.97,Seal wear
20489,4840,88,9,27,2023-10-14,Wash & Inspect,10,6,6,0,31.37,
20490,21142,20,6,100,2023-12-16,Repair,60,68,68,0,83.05,RFID unreadable
20491,2531,105,9,217,2023-10-09,Decommission,24,24,21,3,143.42,
20492,577,105,4,73,2024-12-15,Wash & Inspect,4,4,1,3,150.86,
20493,15085,115,4,227,2023-04-13,wash & inspect,80,72,72,0,63.95, 
20494,7582,94,5,277,2026-03-06,Cycle Count,32,32,32,0,46.53, 
20495,24405,95,5,88,2026-05-16,Repair,8,16,16,0,22.96,awaiting QA
20496,24379,42,2,217,2024-08-29,Wash & Inspect,16,16,15,1,113.39,
20497,11967,64,11,286,2026-06-24,Wash & Inspect,10,10,10,0,12.31,awaiting QA
20498,1752,17,3,100,2026-05-20,Wash & Inspect,80,80,80,0,19.71,
20499,5714,68,3,275,2025-04-07,Wash & Inspect,6,6,1,5,146.51,RFID unreadable
20500,770,79,7,141,2026-04-15,Cycle Count,40,40,39,0,72.90,awaiting QA
20501,22825,84,10,2,2026-03-13,Wash & Inspect,60,60,59,0,21.37,
20502,10751,10,3,275,2024-08-29,Repair,80,80,80,0,23.31,RFID unreadable
20503,13147,67,11,53,2025-12-12,Wash & Inspect,12,12,11,0,88.35,
20504,16877,47,9,157,2024-10-16,Repair,60,61,61,0,88.73,
20505,4932,65,1,124,2023-07-12,Wash & Inspect,10,8,8,0,77.33,awaiting QA
20506,1406,116,2,100,2024-09-05,Decommission,40,40,40,0,31.22,
20507,26950,5,1,283,2026-01-16,Wash & Inspect,8,9,9,0,49.56,
20508,20519,47,1,27,2025-04-14,Wash & Inspect,60,60,60,0,68.61, 
20509,26500,113,10,2,2024-05-07,Wash & Inspect,32,28,28,0,32.87, 
20510,3850,33,1,167,2025-09-03,Wash & Inspect,20,20,19,0,15.14,Odor detected
20511,7807,44,3,283,2025-12-30,Repair,60,60,60,0,8.28,Count adjusted by hub
20512,16069,58,8,73,2024-03-15,Wash & Inspect,6,6,6,0,25.84,
20513,9407,39,8,232,2025-01-31,Wash & Inspect,24,24,24,0,62.11,
20514,18848,22,5,54,2026-05-25,Wash & Inspect,10,12,11,0,81.29,
20515,2446,23,11,86,2024-03-12,Wash & Inspect,32,32,32,0,58.74,Seal wear
20516,5640,46,7,170,2025-03-02,Wash & Inspect,16,16,15,0,56.87,Seal wear
20517,6375,104,11,124,2025-09-13,Repair,24,24,24,0,58.56, 
20518,23845,39,5,53,2024-08-26,wash & inspect,8,8,7,0,70.03,
20519,15301,14,9,167,2024-03-11,Repair,12,10,10,0,27.59,awaiting QA
20520,19088,4,6,232,2024-07-22,Repair,40,40,40,0,80.40,
20521,3984,19,11,73,2026-05-05,Wash & Inspect,8,8,6,2,64.30,
20522,5491,49,2,27,2025-02-27,Cycle Count,60,60,60,0,43.48,
20523,19855,74,5,53,2024-05-16,Wash & Inspect,20,22,22,0,14.58,
20524,4257,114,2,170,2025-07-12,Wash & Inspect,16,16,16,0,28.72,Odor detected
20525,22762,17,10,227,2025-06-17,Cycle Count,24,24,23,0,46.08,Seal wear
20526,20374,32,6,53,2024-11-14,Wash & Inspect,40,39,39,0,78.05,Odor detected
20527,19201,28,9,124,2026-07-06,Repair,80,80,76,4,181.27, 
20528,22817,4,9,27,2026-02-11,wash & inspect,10,10,8,2,106.87,
20529,5964,117,11,286,2023-04-09,Wash & Inspect,12,12,11,0,60.73,Seal wear
20530,27198,48,1,232,2025-11-30,Wash & Inspect,80,80,80,0,14.04,Count adjusted by hub
20531,7726,83,5,227,2024-04-19,Wash & Inspect,4,4,4,0,76.17,Count adjusted by hub
20532,26577,1,6,100,2025-12-14,Wash & Inspect,60,60,60,0,19.17,RFID unreadable
20533,10979,31,4,88,2023-04-28,Wash & Inspect,40,40,40,0,56.91,Odor detected
20534,1722,8,9,100,2023-08-25,Wash & Inspect,10,10,10,0,49.05,
20535,25717,24,10,217,2025-09-17,Repair,20,12,11,0,22.54, 
20536,6909,80,8,27,2024-07-14,Wash & Inspect,12,11,11,0,18.63,
20537,8190,9,3,283,2025-02-04,Wash & Inspect,60,60,60,0,23.14,
20538,10919,84,6,53,2025-04-28,Wash & Inspect,4,4,4,0,66.91,RFID unreadable
20539,19992,74,8,286,2023-11-02,Wash & Inspect,40,40,36,4,170.75,Count adjusted by hub
20540,16846,86,4,86,2024-10-11,Repair,24,28,27,0,93.51,
20541,25112,72,7,73,2025-12-28,Repair,80,80,79,0,25.67,
20542,21368,118,3,167,2023-03-29,Wash & Inspect,60,60,60,0,62.60,awaiting QA
20543,3503,77,10,2,2025-03-10,Wash & Inspect,16,8,7,0,18.71,RFID unreadable
20544,22161,100,10,286,2026-03-06,Wash & Inspect,20,20,20,0,25.32,awaiting QA
20545,8030,80,2,232,2023-02-07,Wash & Inspect,80,80,80,0,65.91,awaiting QA
20546,19552,96,5,54,2023-06-19,Wash & Inspect,40,40,40,0,74.16,Seal wear
20547,10550,3,6,141,2026-06-12,Decommission,10,10,10,0,9.38,
20548,15556,27,9,286,2023-01-23,wash & inspect,20,20,20,0,18.05,awaiting QA
20549,4194,9,6,86,2025-07-06,Cycle Count,24,24,24,0,92.95,
20550,22644,19,9,283,2024-04-18,Wash & Inspect,10,10,10,0,57.04, 
20551,19666,69,11,88,2026-01-11,Repair,60,60,56,4,180.45,Odor detected
20552,26795,21,4,86,2025-03-19,Repair,8,8,3,5,185.77,awaiting QA
20553,6310,92,3,275,2025-01-30,Decommission,20,20,20,0,94.59,Count adjusted by hub
20554,8392,84,8,100,2024-12-16,Wash & Inspect,24,24,24,0,53.10,
20555,12317,74,4,124,2024-09-17,Wash & Inspect,8,16,16,0,19.94,awaiting QA
20556,18031,78,5,141,2023-02-20,Wash & Inspect,40,40,40,0,33.50,Count adjusted by hub
20557,20136,35,1,157,2024-01-10,Wash & Inspect,24,24,24,0,55.88,Odor detected
20558,15909,6,3,38,2026-05-10,Wash & Inspect,32,32,32,0,12.27, 
20559,15317,31,3,100,2025-12-28,wash & inspect,80,80,80,0,36.38,
20560,10337,50,8,27,2025-11-28,Repair,40,40,40,0,69.92,
20561,15061,16,11,2,2024-08-18,Wash & Inspect,20,20,20,0,62.82,Seal wear
20562,2653,120,7,132,2025-02-14,Wash & Inspect,40,40,38,2,116.03,
20563,11782,13,7,217,2025-09-21,Wash & Inspect,60,60,60,0,76.68,
20564,22189,108,10,167,2023-09-19,Wash & Inspect,40,44,44,0,56.83,Count adjusted by hub
20565,10137,33,9,227,2024-02-03,Decommission,60,60,60,0,41.56,Odor detected
20566,25316,33,1,2,2024-09-22,Cycle Count,60,60,60,0,66.54,Seal wear
20567,5813,54,11,275,2024-10-02,Wash & Inspect,80,80,80,0,88.36,
20568,10041,90,8,157,2026-03-20,Wash & Inspect,10,10,10,0,76.13,
20569,26529,43,8,38,2023-06-12,Wash & Inspect,4,4,4,0,15.81, 
20570,24893,94,6,124,2023-06-22,Wash & Inspect,20,20,19,0,9.98,RFID unreadable
20571,22928,91,8,141,2025-06-27,Wash & Inspect,24,24,24,0,11.96, 
20572,22870,57,10,227,2024-01-14,wash & inspect,4,4,4,0,21.30,Seal wear
20573,25045,42,2,2,2023-01-25,Wash & Inspect,24,24,24,0,53.22,awaiting QA
20574,6996,14,3,286,2024-01-03,Wash & Inspect,80,80,80,0,19.90,
20575,16799,68,1,86,2024-09-12,Wash & Inspect,24,24,24,0,30.69,Odor detected
20576,5987,6,5,167,2023-02-10,Wash & Inspect,80,80,79,0,25.41,Count adjusted by hub
20577,11969,25,2,53,2024-10-23,Wash & Inspect,10,10,10,0,61.90,awaiting QA
20578,4413,25,5,283,2024-08-11,Wash & Inspect,40,44,44,0,96.90,
20579,2987,100,2,86,2025-10-13,Wash & Inspect,80,80,80,0,36.86,RFID unreadable
20580,19291,99,5,2,2024-11-05,Wash & Inspect,12,11,11,0,89.27, 
20581,10020,77,7,86,2023-12-22,Wash & Inspect,6,6,5,0,21.18, 
20582,11413,101,4,227,2025-09-13,Wash & Inspect,40,40,40,0,28.72,
20583,9763,38,4,170,2025-08-03,Wash & Inspect,40,40,40,0,58.94,Odor detected
20584,26424,66,11,227,2025-04-18,Wash & Inspect,60,60,58,2,70.19,awaiting QA
20585,15759,32,5,100,2024-04-16,Wash & Inspect,4,4,4,0,87.64,Seal wear
20586,7268,93,6,157,2023-04-23,wash & inspect,32,32,32,0,8.38,
20587,26464,96,5,6,2024-08-29,Cycle Count,12,12,12,0,79.20,Odor detected
20588,8855,81,7,157,2023-02-06,Wash & Inspect,24,24,24,0,46.71,
20589,25558,36,11,2,2025-05-20,wash & inspect,60,60,60,0,88.71,
20590,20836,73,5,98,2025-04-16,Repair,60,60,60,0,45.64,Count adjusted by hub
20591,19847,12,7,227,2026-02-14,Cycle Count,12,12,12,0,42.65,Odor detected
20592,4033,19,1,170,2026-04-14,Wash & Inspect,8,9,5,4,170.03,Seal wear
20593,15995,115,1,283,2024-06-02,Wash & Inspect,16,16,16,0,95.75,Seal wear
20594,9780,93,6,124,2025-06-06,Repair,6,6,4,1,71.18, 
20595,11007,31,3,275,2025-12-09,Wash & Inspect,16,16,16,0,33.65,Odor detected
20596,2198,91,8,73,2026-07-01,Wash & Inspect,10,10,6,4,126.25,
20597,17211,4,7,283,2023-11-23,Wash & Inspect,16,15,15,0,13.21,
20598,6110,40,11,100,2023-07-19,wash & inspect,16,16,16,0,70.20,Seal wear
20599,19205,65,5,100,2025-11-18,Wash & Inspect,20,20,20,0,61.54,Count adjusted by hub
20600,19573,60,9,88,2024-04-17,Repair,16,16,16,0,9.18,awaiting QA
20601,2927,115,5,157,2026-03-03,Wash & Inspect,16,16,16,0,58.02,Count adjusted by hub
20602,15213,13,10,124,2025-11-02,Wash & Inspect,60,60,60,0,74.86,Count adjusted by hub
20603,11112,67,2,27,2024-11-22,Wash & Inspect,20,20,20,0,73.00,Count adjusted by hub
20604,501,16,10,27,2024-10-16,Cycle Count,24,28,28,0,49.30,awaiting QA
20605,584,108,3,53,2024-01-27,wash & inspect,16,16,16,0,20.13,Seal wear
20606,5645,106,1,98,2024-12-28,Cycle Count,4,4,0,4,188.47,Seal wear
20607,10752,24,2,2,2026-01-02,Cycle Count,24,24,24,0,64.50,Count adjusted by hub
20608,7200,73,1,2,2024-07-23,Wash & Inspect,20,20,20,0,68.08,
